# LS Electric — 2026 Q2 — 반기보고서 (2026.06)
# source label: LS Electric Q2 FY2026 (08-14-2026)
# DART rcept_no: 20260814003088   filed: 20260814   url: https://dart.fss.or.kr/dsaf001/main.do?rcptNo=20260814003088
# financials: 연결 (consolidated), KRW

## FINANCIAL STATEMENTS (fnlttSinglAcntAll)


### 재무상태표
account | 제 53 기 반기말 | YTD | 제 52 기말 | 전전기
사용권자산 | 10,865 | (2,257) | 8,608 | 155,749 | (115,230) | 40,519 | 213 | (144) | 69 | 473 | (361) | 112 | 18,342 | (13,656) | 4,686 | 227 | (177) | 50

사용권자산 장부금액 구성내역의 합계
당반기말 | (단위 : 백만원)

 | 취득금액 | 감가상각누계액 | 장부금액 합계
사용권자산 | 188,756 | (141,026) | 47,730

전기말 | (단위 : 백만원)

 | 취득금액 | 감가상각누계액 | 장부금액 합계
사용권자산 | 185,869 | (131,825) | 54,044

사용권자산에 대한 양적 정보 공시
당반기말 | (단위 : 백만원)

 | 토지 | 건물 | 구축물 | 기계장치 | 차량운반구 | 사무용비품 | 자산의 분류 합계
기초금액 | 8,608 | 40,519 | 69 | 112 | 4,686 | 50 | 54,044
취득 | 15 | 5,212 | 0 | 223 | 2,737 | 0 | 8,187
처분 | 0 | (417) | 0 | 0 | (224) | 0 | (641)
감가상각비 | (76) | (11,870) | (12) | (92) | (1,697) | (13) | (13,760)
리스변경 | 0 | (276) | 0 | 0 | 82 | 0 | (194)
기타증감 | 0 | (38) | 0 | 0 | 40 | 0 | 2
외화환산조정 | 602 | (557) | 0 | 0 | 47 | 0 | 92
장부금액 | 9,149 | 32,573 | 57 | 243 | 5,671 | 37 | 47,730

전기말 | (단위 : 백만원)

 | 토지 | 건물 | 구축물 | 기계장치 | 차량운반구 | 사무용비품 | 자산의 분류 합계
기초금액 | 9,294 | 46,016 | 94 | 315 | 4,836 | 76 | 60,631
취득 | 0 | 6,712 | 0 | 0 | 2,923 | 0 | 9,635
처분 | 0 | (28) | 0 | 0 | (166) | 0 | (194)
감가상각비 | (148) | (23,051) | (25) | (203) | (3,236) | (55) | (26,718)
리스변경 | 0 | 10,943 | 0 | 0 | 368 | 29 | 11,340
기타증감 | 0 | (36) | 0 | 0 | 36 | 0 | 0
외화환산조정 | (538) | (37) | 0 | 0 | (75) | 0 | (650)
장부금액 | 8,608 | 40,519 | 69 | 112 | 4,686 | 50 | 54,044

리스 관련 손익 등에 대한 공시
당반기 | (단위 : 백만원)

 | 공시금액
사용권자산 감가상각비 | 13,760
리스부채 이자비용 | 1,007
단기리스 관련 비용 | 978
소액자산리스 관련 비용 | 347
합계 | 16,092
리스로 인한 총 현금유출 | 15,796
리스 관련 추가 정보 | 연결실체의 전체 리스료 중 변동리스료에 해당되는 비용은 없으며 당반기 및 전반기 중 리스로 인한 총 현금유출 금액은 15,796백만원 및 15,090백만원입니다.

전반기 | (단위 : 백만원)

 | 공시금액
사용권자산 감가상각비 | 13,308
리스부채 이자비용 | 1,228
단기리스 관련 비용 | 868
소액자산리스 관련 비용 | 220
합계 | 15,624
리스로 인한 총 현금유출 | 15,090
리스 관련 추가 정보 | 연결실체의 전체 리스료 중 변동리스료에 해당되는 비용은 없으며 당반기 및 전반기 중 리스로 인한 총 현금유출 금액은 15,500백만원 및 15,090백만원입니다.

리스부채의 유동성 분류에 대한 공시
당반기말 | (단위 : 백만원)

 | 공시금액
유동 리스부채 | 25,280
비유동 리스부채 | 15,460
합계 | 40,740

전기말 | (단위 : 백만원)

 | 공시금액
유동 리스부채 | 27,350
비유동 리스부채 | 19,826
합계 | 47,176

12. 종속기업 (연결)

