# Hanmi Semiconductor — 2026 Q2 — 반기보고서 (2026.06)
# source label: Hanmi Semiconductor Q2 FY2026 (08-14-2026)
# DART rcept_no: 20260814003665   filed: 20260814   url: https://dart.fss.or.kr/dsaf001/main.do?rcptNo=20260814003665
# financials: 연결 (consolidated), KRW

## FINANCIAL STATEMENTS (fnlttSinglAcntAll)


### 재무상태표
account | 제 47 기 반기말 | YTD | 제 46 기말 | 전전기
영업활동으로 인한 자산 부채의 변동 | -168,193,997,062 | - | - | -
기타유동금융자산의 감소(증가) | 9,299,431 | - | - | -
기타비유동금융자산의 감소(증가) | 0 | - | - | -
기타비유동자산의 감소(증가) | -213,385,022 | - | - | -
기타유동금융부채의 증가(감소) | 1,766,093,391 | - | - | -
기타비유동금융부채의 증가(감소) | 0 | - | - | -
충당부채의 증가(감소) | 1,420,972,008 | - | - | -
재고자산의 감소(증가) | 2,750,291,143 | - | - | -
기타 유동 자산의 감소(증가) 조정 | -345,769,620 | - | - | -
매출채권의 감소(증가) | -191,578,016,275 | - | - | -
계약부채의 증가(감소) 조정 | -952,115,156 | - | - | -
기타 유동 부채의 증가(감소) | -1,692,514,394 | - | - | -
매입채무의 증가(감소) | 20,641,147,432 | - | - | -
당기순이익조정을 위한 가감 | 35,875,575,610 | - | - | -
대손상각비(환입) 조정 | 224,665,162 | - | - | -
관계기업투자자산처분이익 조정 | 0 | - | - | -
유형자산처분이익 조정 | 9,797,397 | - | - | -
외화환산이익 조정 | 11,903,954,293 | - | - | -
당기손익인식금융자산평가이익 조정 | 6,776,880,202 | - | - | -
이자비용 조정 | 16,478,580 | - | - | -
무형자산처분손실 조정 | 19,000 | - | - | -
유형자산처분손실 조정 | 1,318,188 | - | - | -
당기손익인식금융자산평가손실 조정 | 147,600,000 | - | - | -
외화환산손실 조정 | 979,090,397 | - | - | -
기타의 대손상각비 조정 | 0 | - | - | -
기타 현금의 유출입 없는 비용(수익)등 | 382,445,445 | - | - | -
지분법이익 조정 | -339,618,730 | - | - | -
퇴직급여 조정 | 1,427,700,642 | - | - | -
주식보상비용(환입) 조정 | 4,349,020,973 | - | - | -
재고자산평가손실 조정 | 2,970,194,997 | - | - | -
당기손익인식금융자산처분이익 조정 | 875,928,910 | - | - | -
사용권자산처분이익 조정 | 1,518,611 | - | - | -
리스이자비용 조정 | 40,920,081 | - | - | -
무형자산상각비에 대한 조정 | 112,898,965 | - | - | -
감가상각비에 대한 조정 | 5,694,859,935 | - | - | -
배당수익에 대한 조정 | 164,669,500 | - | - | -
법인세비용 조정 | 42,157,958,575 | - | - | -
이자수익에 대한 조정 | 3,236,465,147 | - | - | -
배당금수취(영업) | 164,669,500 | - | - | -
법인세납부(영업) | 55,078,272,812 | - | - | -
이자지급(영업) | 40,805,697 | - | - | -
이자수취(영업) | 3,205,194,681 | - | - | -
당기순이익(손실) | 108,430,749,379 | - | - | -
현금및현금성자산에 대한 환율변동효과 | 8,594,543,002 | - | - | -
환율변동효과 반영전 현금및현금성자산의 순증가(감소) | -196,254,510,615 | - | - | -

### 자본변동표
account | 제 47 기 반기 | YTD | 전기 | 전전기
기초자본 | 12,716,420,500 | - | - | -
기초자본 | 639,253,488,501 | - | - | -
기초자본 | 490,057,578 | - | - | -
기초자본 | 690,327,519,537 | - | - | -
기초자본 | 690,327,519,537 | - | - | -
기초자본 | -3,588,190,111 | - | - | -
기초자본 | 41,455,743,069 | - | - | -
기타자본조정 | 0 | - | - | -
기타자본조정 | 0 | - | - | -
기타자본조정 | 0 | - | - | -
기타자본조정 | 0 | - | - | -
기타자본조정 | 0 | - | - | -
기타자본조정 | 0 | - | - | -
기타자본조정 | 0 | - | - | -
자본잉여금의 이익잉여금 전입 | 0 | - | - | -
자본잉여금의 이익잉여금 전입 | 0 | - | - | -
자본잉여금의 이익잉여금 전입 | 0 | - | - | -
자본잉여금의 이익잉여금 전입 | 0 | - | - | -
자본잉여금의 이익잉여금 전입 | 0 | - | - | -
자본잉여금의 이익잉여금 전입 | 0 | - | - | -
자본잉여금의 이익잉여금 전입 | 0 | - | - | -
자기주식 소각 | 0 | - | - | -
자기주식 소각 | 0 | - | - | -
자기주식 소각 | 0 | - | - | -
자기주식 소각 | 0 | - | - | -
자기주식 소각 | 0 | - | - | -
자기주식 소각 | 0 | - | - | -
자기주식 소각 | 0 | - | - | -
자본 증가(감소) 합계 | 4,349,020,973 | - | - | -
자본 증가(감소) 합계 | 56,561,429,441 | - | - | -
자본 증가(감소) 합계 | 56,561,429,441 | - | - | -
자본 증가(감소) 합계 | 772,776,384 | - | - | -
자본 증가(감소) 합계 | 0 | - | - | -
자본 증가(감소) 합계 | 0 | - | - | -
자본 증가(감소) 합계 | 51,439,632,084 | - | - | -
소유주에 대한 배분으로 인식된 배당금 | 0 | - | - | -
소유주에 대한 배분으로 인식된 배당금 | 75,882,401,600 | - | - | -
소유주에 대한 배분으로 인식된 배당금 | 0 | - | - | -
소유주에 대한 배분으로 인식된 배당금 | 0 | - | - | -
소유주에 대한 배분으로 인식된 배당금 | 75,882,401,600 | - | - | -
소유주에 대한 배분으로 인식된 배당금 | 75,882,401,600 | - | - | -
소유주에 대한 배분으로 인식된 배당금 | 0 | - | - | -
자본총계 | 12,716,420,500 | - | - | -
자본총계 | 690,693,120,585 | - | 639,253,489,000 | 610,049,963,000
자본총계 | 1,262,833,962 | - | - | -
자본총계 | 760,830,862 | - | - | -
자본총계 | 746,888,948,978 | - | - | -
자본총계 | 746,888,948,978 | - | 690,327,519,537 | -
자본총계 | 41,455,743,069 | - | - | -
해외사업장환산외환차이(세후기타포괄손익) | 395,514,134 | - | - | -
해외사업장환산외환차이(세후기타포괄손익) | 772,776,384 | - | - | -
해외사업장환산외환차이(세후기타포괄손익) | 0 | - | - | -
해외사업장환산외환차이(세후기타포괄손익) | 772,776,384 | - | - | -
해외사업장환산외환차이(세후기타포괄손익) | 0 | - | - | -
해외사업장환산외환차이(세후기타포괄손익) | 0 | - | - | -
해외사업장환산외환차이(세후기타포괄손익) | 0 | - | - | -
주식기준보상거래를 통한 증가(감소), 지분 | 4,349,020,973 | - | - | -
주식기준보상거래를 통한 증가(감소), 지분 | 4,349,020,973 | - | - | -
주식기준보상거래를 통한 증가(감소), 지분 | 4,349,020,973 | - | - | -
주식기준보상거래를 통한 증가(감소), 지분 | 0 | - | - | -
주식기준보상거래를 통한 증가(감소), 지분 | 0 | - | - | -
주식기준보상거래를 통한 증가(감소), 지분 | 0 | - | - | -
주식기준보상거래를 통한 증가(감소), 지분 | 0 | - | - | -
확정급여제도의 재측정손익(세후기타포괄손익) | -140,466,947 | - | - | -
확정급여제도의 재측정손익(세후기타포괄손익) | 0 | - | - | -
확정급여제도의 재측정손익(세후기타포괄손익) | 0 | - | - | -
확정급여제도의 재측정손익(세후기타포괄손익) | -140,466,947 | - | - | -
확정급여제도의 재측정손익(세후기타포괄손익) | 0 | - | - | -
확정급여제도의 재측정손익(세후기타포괄손익) | 0 | - | - | -
확정급여제도의 재측정손익(세후기타포괄손익) | -140,466,947 | - | - | -
당기순이익(손실) | 0 | - | - | -
당기순이익(손실) | 127,462,500,631 | - | - | -
당기순이익(손실) | 108,430,749,379 | - | - | -
당기순이익(손실) | 0 | - | - | -
당기순이익(손실) | 127,462,500,631 | - | - | -
당기순이익(손실) | 0 | - | - | -
당기순이익(손실) | 0 | - | - | -
자기주식의 취득 | 0 | - | - | -
자기주식의 취득 | 0 | - | - | -
자기주식의 취득 | 0 | - | - | -
자기주식의 취득 | 0 | - | - | -
자기주식의 취득 | 0 | - | - | -
자기주식의 취득 | 0 | - | - | -
자기주식의 취득 | 0 | - | - | -
지분법자본변동 | 0 | - | - | -
지분법자본변동 | 0 | - | - | -
지분법자본변동 | 0 | - | - | -
지분법자본변동 | 0 | - | - | -
지분법자본변동 | 0 | - | - | -
지분법자본변동 | 0 | - | - | -
지분법자본변동 | 0 | - | - | -


## REPORT TEXT

반기보고서
6.7
한미반도체(주)

Y
120111-0038423

반 기 보 고 서

(제 47 기 2분기)

사업연도 | 2026년 01월 01일 | 부터
2026년 06월 30일 | 까지

금융위원회 | 
한국거래소 귀중 | 2026년 8월 14일

제출대상법인 유형 : | 주권상장법인
면제사유발생 : | 해당사항 없음

회 사 명 : | 한미반도체 주식회사
대 표 이 사 : | 곽 동 신
본 점 소 재 지 : | 인천광역시 서해구 가좌로 30번길 14 (가좌동)
 | (전 화) 032-571-9100
 | (홈페이지) http://www.hanmisemi.com
작 성 책 임 자 : | (직 책) 부 사 장 (성 명) 김 정 영
 | (전 화) 032-571-9100

목 차

【 대표이사 등의 확인 】 | ----------------------- | 1
I. 회사의 개요 | ----------------------- | 2
1. 회사의 개요 | ----------------------- | 2
2. 회사의 연혁 | ----------------------- | 5
3. 자본금 변동사항 | ----------------------- | 7
4. 주식의 총수 등 | ----------------------- | 8
5. 정관에 관한 사항 | ----------------------- | 12
II. 사업의 내용 | ----------------------- | 13
1. 사업의 개요 | ----------------------- | 13
2. 주요 제품 및 서비스 | ----------------------- | 15
3. 원재료 및 생산설비 | ----------------------- | 15
4. 매출 및 수주상황 | ----------------------- | 17
5. 위험관리 및 파생거래 | ----------------------- | 21
6. 주요계약 및 연구개발활동 | ----------------------- | 22
7. 기타 참고사항 | ----------------------- | 26
III. 재무에 관한 사항 | ----------------------- | 30
1. 요약재무정보 | ----------------------- | 30
2. 연결재무제표 | ----------------------- | 33
3. 연결재무제표 주석 | ----------------------- | 40
4. 재무제표 | ----------------------- | 131
5. 재무제표 주석 | ----------------------- | 137
6. 배당에 관한 사항 | ----------------------- | 235
7. 증권의 발행을 통한 자금조달에 관한 사항 | ----------------------- | 238
7-1. 증권의 발행을 통한 자금조달 실적 | ----------------------- | 238
7-2. 증권의 발행을 통해 조달된 자금의 사용실적 | ----------------------- | 241
8. 기타 재무에 관한 사항 | ----------------------- | 242
IV. 이사의 경영진단 및 분석의견 | ----------------------- | 246
V. 회계감사인의 감사의견 등 | ----------------------- | 247
1. 외부감사에 관한 사항 | ----------------------- | 247
2. 내부통제에 관한 사항 | ----------------------- | 249
VI. 이사회 등 회사의 기관에 관한 사항 | ----------------------- | 251
1. 이사회에 관한 사항 | ----------------------- | 251
2. 감사제도에 관한 사항 | ----------------------- | 253
3. 주주총회 등에 관한 사항 | ----------------------- | 256
VII. 주주에 관한 사항 | ----------------------- | 262
VIII. 임원 및 직원 등에 관한 사항 | ----------------------- | 264
1. 임원 및 직원 등의 현황 | ----------------------- | 264
2. 임원의 보수 등 | ----------------------- | 268
IX. 계열회사 등에 관한 사항 | ----------------------- | 277
X. 대주주 등과의 거래내용 | ----------------------- | 278
XI. 그 밖에 투자자 보호를 위하여 필요한 사항 | ----------------------- | 279
1. 공시내용 진행 및 변경사항 | ----------------------- | 279
2. 우발부채 등에 관한 사항 | ----------------------- | 279
3. 제재 등과 관련된 사항 | ----------------------- | 280
4. 작성기준일 이후 발생한 주요사항 등 기타사항 | ----------------------- | 280
XII. 상세표 | ----------------------- | 281
1. 연결대상 종속회사 현황(상세) | ----------------------- | 281
2. 계열회사 현황(상세) | ----------------------- | 282
3. 타법인출자 현황(상세) | ----------------------- | 283
【 전문가의 확인 】 | ----------------------- | 284
1. 전문가의 확인 | ----------------------- | 284
2. 전문가와의 이해관계 | ----------------------- | 284

【 대표이사 등의 확인 】

대표이사등의 확인.jpg
대표이사등의 확인

I. 회사의 개요

1. 회사의 개요

1-1) 연결대상 종속회사 현황(요약)

(단위 : 사)

구분 | 연결대상회사수 | 주요종속회사수
기초 | 증가 | 감소 | 기말
상장 | - | - | - | - | -
비상장 | 3 | - | - | 3 | -
합계 | 3 | - | - | 3 | -

※상세 현황은 '상세표-1. 연결대상 종속회사 현황(상세)' 참조

1-2) 연결대상회사의 변동내용

구 분 | 자회사 | 사 유
신규연결 | 해당사항 없음 | 해당사항 없음
해당사항 없음 | 해당사항 없음
연결제외 | 해당사항 없음 | 해당사항 없음
해당사항 없음 | 해당사항 없음

2) 회사의 법적, 상업적 명칭
 - 당사는 한미반도체 주식회사라고 호칭합니다. - 영문의 경우 HANMI Semiconductor Co., Ltd.라 표기합니다.
3) 설립일자당사는 반도체 자동화 장비의 제조 및 판매 등을 영위할 목적으로 1980년 12월 24일에 설립되었습니다.

4) 본사의 주소, 전화번호, 홈페이지 주소 주소 : 인천광역시 서해구 가좌로30번길 14(가좌동) 전화번호 : 032-571-9100 홈페이지 : http://www.hanmisemi.com

5) 중소기업 등 해당 여부

중소기업 해당 여부 | 미해당
 | 벤처기업 해당 여부 | 미해당
중견기업 해당 여부 | 해당

6) 주요 사업의 내용
한미반도체는 차별화된 경쟁력을 기반으로 글로벌 주요 반도체 제조업체에 반도체 제조용 장비를 공급해 오고 있으며, 상세한 내용은 동 보고서의 'II. 사업의 내용'을 참고하시기 바랍니다.

7) 신용평가에 관한 사항

(1) 재무결산기준일: 2025. 12. 31(2) 등급평가일 : 2026. 04. 21(3) 평가기관명 : (주)나이스디앤비(4) 신용등급 : AA0(5) 유효기간 : 2026. 04. 21 - 2027. 04. 20

동 평가와 관련하여 신용평가전문기관의 신용등급체계와 해당 신용등급에 부여된 의미는 다음과 같습니다.

등급 | 등급정의
AAA | 최상위의 상거래 신용도를 보유한 수준
AA | 우량한 상거래 신용도를 보유하여, 환경변화에 대한 대처능력이 충분한 수준
A | 양호한 상거래 신용도를 보유하여, 환경변화에 대한 대처능력이 상당한 수준
BBB | 양호한 상거래 신용도가 인정되나, 환경변화에 대한 대처능력은 다소 제한적인 수준
BB | 단기적 상거래 신용도가 인정되나, 환경변화에 대한 대처능력은 제한적인 수준
B | 단기적 상거래 신용도가 인정되나, 환경변화에 대한 대처능력은 미흡한 수준
CCC | 현 시점에서 신용위험 발생가능성이 내포된 수준
CC | 현 시점에서 신용위험 발생가능성이 높은 수준
C | 현 시점에서 신용위험 발생가능성이 매우 높고 향후 회복가능성도 매우 낮은 수준
D | 상거래 불능 및 이에 준하는 상태에 있는 수준
NG | 등급부재: 신용평가불응, 자료불충분, 폐(휴)업 등의 사유로 판단보류

주) 기업의 신용능력에 따라 AAA 등급에서 D등급까지 10등급으로 구분 표시되며, 등급 중 AA 등급에CCC 등급까지의 6개 등급에는 그 상대적 우열 정도에 따라 +,- 기호가 첨부.

8) 회사의 주권상장
(또는 등록ㆍ지정)
여부 및 특례상장에 관한 사항

주권상장(또는 등록ㆍ지정)현황 | 주권상장(또는 등록ㆍ지정)일자 | 특례상장 유형
유가증권시장 상장 | 2005년 07월 22일 | 해당사항 없음

2. 회사의 연혁

1) 연혁

연도 | 월 | 주요사항
2022 | 04 | iR52 장영실상 수상 (한국산업기술진흥협회) - micro SAW
 | 09 | 'micro SAW R&D' 센터 오픈
2023 | 04 | 한미베트남(HANMI Vietnam Co.,Ltd.) 설립
 | 08 | '본더팩토리' 공장 오픈
2025 | 10 | '한미싱가포르' 설립
 | 11 | 세계일류상품 선정 'HBM TC BONDER'
 | 12 | '3억불 수출의 탑' 수상

2) 회사의 본점소재지 및 그 변경주소 : 인천광역시 서해구 가좌로30번길 14(가좌동)

3) 경영진 및 감사의 중요한 변동

변동일자 | 주총종류 | 선임 | 임기만료또는 해임
신규 | 재선임
2022년 03월 18일 | 정기주총 | - | 사내이사 곽동신 | -
2023년 03월 24일 | 정기주총 | 독립이사 이가근 | - | 독립이사 김창욱
2024년 03월 22일 | 정기주총 | - | 사내이사 김민현상근감사 신영태 | -
2025년 03월 21일 | 정기주총 | - | 사내이사 곽동신독립이사 이가근 | -
2025년 09월 17일 | 임시주총 | - | 사내이사 김정영 | 사내이사 김민현

4) 최대주주의 변동 - 해당사항 없음

5) 상호의 변경 - 해당사항 없음
6) 화의, 회사정리절차 여부 - 해당사항 없음
7) 합병 등의 내용 - 해당사항 없음
8) 회사의 업종 또는 주된 사업의 변화 - 해당사항 없음
9) 그 밖에 경영활동과 관련된 중요한 사항의 발생내용 - 해당사항 없음

3. 자본금 변동사항

1) 자본금 변동추이

 | (단위 : 원, 주)

종류 | 구분 | 제47기(2026년 상반기말) | 제46기(2025년말) | 제45기(2024년말) | 제44기(2023년말) | 제43기(2022년말)
보통주 | 발행주식총수 | 95,312,200 | 95,312,200 | 96,614,259 | 97,339,302 | 97,339,302
액면금액 | 100 | 100 | 100 | 100 | 100
자본금 | 12,716,420,500 | 12,716,420,500 | 12,716,420,500 | 12,716,420,500 | 12,716,420,500
우선주 | 발행주식총수 | - | - | - | - | -
액면금액 | - | - | - | - | -
자본금 | - | - | - | - | -
기타 | 발행주식총수 | - | - | - | - | -
액면금액 | - | - | - | - | -
자본금 | - | - | - | - | -
합계 | 자본금 | 12,716,420,500 | 12,716,420,500 | 12,716,420,500 | 12,716,420,500 | 12,716,420,500

※ 당사는 2022년 3월 18일 개최된 제42기 정기주주총회를 통해 주식 액면가를 200원에서 100원으로 분할하기로 결의(정관 변경)하였고, 이에 따라 발행주식총수가 기존 49,459,877주에서 98,919,754주로 변경되어 2022년 4월 5일자로 등기가 완료되었으며 2022년 4월 6일부터 변경상장되어 매매가 재개되었습니다.※ 당사는 2022년 11월 30일 자기주식 1,580,452주 이익소각 진행하였으며, 발행주식총수가 기존 98,919,754주에서 97,339,302주로 변경되어 2022년 12월 2일 등기가 완료되었습니다.※ 당사는 2024년 4월 26일 자기주식 345,668주 이익소각 진행하였으며, 발행주식총수가 기존 97,339,302주에서 96,993,634주로 변경되어 2024년 4월 30일 등기가 완료되었습니다.※ 당사는 2024년 11월 4일 자기주식 379,375주 이익소각 진행하였으며, 발행주식총수가 기존 96,993,634주에서 96,614,259주로 변경되어 2024년 11월 11일 등기가 완료되었습니다.※ 당사는 2025년 5월 29일 자기주식 1,302,059주 이익소각 진행하였으며, 발행주식총수가 기존 96,614,259주에서 95,312,200주로 변경되어 2025년 6월 2일 등기가 완료되었습니다.

4. 주식의 총수 등

1) 주식의 총수 현황

(기준일 : | 2026년 06월 30일 | ) | (단위 : 주, %)

구 분 | 주식의 종류 | 비고
보통주식 | 종류주식 | 합계
Ⅰ. 발행할 주식의 총수 | 300,000,000 | - | 300,000,000 | -
Ⅱ. 현재까지 발행한 주식의 총수 | 95,312,200 | - | 95,312,200 | -
Ⅲ. 현재까지 감소한 주식의 총수 | - | - | - | -
 | 1. 감자 | - | - | - | -
2. 이익소각 | - | - | - | -
3. 상환주식의 상환 | - | - | - | -
4. 기타 | - | - | - | -
Ⅳ. 발행주식의 총수 (Ⅱ-Ⅲ) | 95,312,200 | - | 95,312,200 | -
Ⅴ. 자기주식수 | 459,198 | - | 459,198 | -
Ⅵ. 유통주식수 (Ⅳ-Ⅴ) | 94,853,002 | - | 94,853,002 | -
Ⅶ. 자기주식 보유비율 | 0.48 | - | 0.48 | -

※ 당사는 배당가능이익을 재원으로 하는 주식소각(이익소각)을 수차례 진행하여 납입자본금 (12,716,420,500원)과 보통주식의 액면총액(발행한 주식의 총수 ×액면가)이 상이합니다. 위, 표에는 주식의 소각 수량이 반영되어 있지 않으며 2025년 기준 최근 5개년 진행한 이익소각 이력은 아래와 같습니다.

※ 이익소각 이력(왼쪽 → 오른쪽) :

시기 | 2021년 3월 | 2022년 11월 | 2024년 4월 | 2024년 11월 | 2025년 5월 | 비고
소각목적 | 주주가치 제고 | 주주가치 제고 | 주주가치 제고 | 주주가치 제고 | 주주가치 제고 | -
액면가 | 200원 | 100원 | 100원 | 100원 | 100원 | -
소각주식수 | -2,041,624주 | -1,580,452주 | -345,668주 | -379,375주 | -1,302,059주 | -
소각일 | 2021년 3월 9일 | 2022년 11월 30일 | 2024년 4월 26일 | 2024년 11월 4일 | 2025년 5월 29일 | -
변경상장일 | 2021년 3월 24일 | 2022년 12월 20일 | 2024년 5월 21일 | 2024년 11월 28일 | 2024년 6월 18일 | -

2) 자기주식 취득 및 처분 현황

(기준일 : | 2026년 06월 30일 | ) | (단위 : 주)

취득방법 | 주식의 종류 | 기초수량 | 변동 수량 | 기말수량 | 비고
취득(+) | 처분(-) | 소각(-)
배당가능이익범위이내취득 | 직접취득 | 장내 직접 취득 | 보통주식 | - | - | - | - | - | -
기타주식 | - | - | - | - | - | -
장외직접 취득 | 보통주식 | - | - | - | - | - | -
기타주식 | - | - | - | - | - | -
공개매수 | 보통주식 | - | - | - | - | - | -
기타주식 | - | - | - | - | - | -
소계(a) | 보통주식 | - | - | - | - | - | -
기타주식 | - | - | - | - | - | -
신탁계약에 의한취득 | 수탁자 보유물량 | 보통주식 | - | - | - | - | - | -
기타주식 | - | - | - | - | - | -
현물보유물량 | 보통주식 | 459,198 | - | - | - | 459,198 | -
기타주식 | - | - | - | - | - | -
소계(b) | 보통주식 | 459,198 | - | - | - | 459,198 | -
기타주식 | - | - | - | - | - | -
기타 취득(c) | 보통주식 | - | - | - | - | - | -
기타주식 | - | - | - | - | - | -
총 계(a+b+c) | 보통주식 | 459,198 | - | - | - | 459,198 | -
기타주식 | - | - | - | - | - | -

※ 상기 기초수량은 공시서류작성기준일이 속하는 사업연도 개시시점(2026.01.01)의 보유수량이며, 기말 수량은 공시서류 작성 기준일(2026.06.30) 보유수량입니다.

3) 자기주식 보유 현황

(기준일 : | 2026년 06월 30일 | ) | (단위 : 주, %)

구분 | 주식종류 | 보유수량 | 발행주식총수대비비중 | 취득목적 | 취득연도 | 소각기한 | 보유처분계획승인내용 | 비고
주총승인일 | 보유처분기한 | 보유처분목적
