# Naver Cloud — 2026 Q2 — 반기보고서 (2026.06)
# source label: Naver Cloud Q2 FY2026 (08-14-2026)
# DART rcept_no: 20260814002266   filed: 20260814   url: https://dart.fss.or.kr/dsaf001/main.do?rcptNo=20260814002266
# financials: 연결 (consolidated), KRW

## FINANCIAL STATEMENTS (fnlttSinglAcntAll)


### 재무상태표
account | 제 28 기 반기말 | YTD | 제 27 기말 | 전전기
사채의 발행 | 1,587,568,074,683 | - | - | -
비지배지분과의 거래로 인한 현금유입 | 48,401,079,172 | - | - | -
주식기준보상관련 현금유입 | 36,613,539,500 | - | - | -
비유동차입금의 차입 | 204,372,137,540 | - | - | -
유동차입금의 차입 | 2,219,491,222,460 | - | - | -
사채의 상환 | 1,654,960,000,000 | - | - | -
유동차입금의 상환 | 1,609,224,578,123 | - | - | -
기타재무활동으로 인한 현금유입액 | 2,541,000 | - | - | -
종속회사 유상증자 | 0 | - | - | -
배당금 지급 | 393,595,879,640 | - | - | -
투자활동현금흐름 | -1,195,118,206,549 | - | - | -
관계기업및공동기업투자주식의 처분 | 217,703,820,172 | - | - | -
장기금융상품의 감소 | 76,959,275,223 | - | - | -
장기대여금의 감소 | 0 | - | - | -
단기금융상품의 감소 | 2,173,189,187,513 | - | - | -
단기대여금의 감소 | 375,000,000 | - | - | -
관계기업및공동기업투자주식의 취득 | 203,883,508,137 | - | - | -
장기금융상품의 증가 | 81,976,714,767 | - | - | -
단기금융상품의 증가 | 1,845,862,571,776 | - | - | -
단기대여금의 증가 | 100,000,000 | - | - | -
기타투자활동으로 인한 현금유입액 | 790,016,005 | - | - | -
기타투자활동으로 인한 현금유출액 | 936,082,939 | - | - | -
리스채권의 회수 | 20,323,061,782 | - | - | -
사업결합으로 인한 현금의 순증감 | 550,051,551,982 | - | - | -
무형자산의 처분 | 4,163,525,818 | - | - | -
유형자산의 처분 | 15,560,459,826 | - | - | -
기타포괄손익-공정가치 측정 금융자산의 처분 | 22,230,000 | - | - | -
당기손익-공정가치 측정 금융자산의 처분 | 819,686,871,734 | - | - | -
기타포괄손익-공정가치 측정 금융자산의 취득 | 44,174,875,288 | - | - | -
당기손익-공정가치 측정 금융자산의 취득 | 942,844,838,232 | - | - | -
무형자산의 취득 | 44,298,448,328 | - | - | -
투자부동산의 취득 | 5,917,006 | - | - | -
유형자산의 취득 | 809,757,146,167 | - | - | -
영업활동현금흐름 | 1,186,557,718,996 | - | - | -
영업으로부터 창출된 현금흐름 | 1,437,264,151,377 | - | - | -
배당금의 수취 | 24,782,699,423 | - | - | -
법인세의 납부 | 308,708,281,284 | - | - | -
이자의 지급 | 74,117,111,041 | - | - | -
이자의 수입 | 107,336,260,521 | - | - | -
현금및현금성자산의 환율변동효과 | 111,610,702,438 | - | - | -
현금및현금성자산의 순증감 | 400,350,990,247 | - | - | -

### 자본변동표
account | 제 28 기 반기 | YTD | 전기 | 전전기
기초 | 16,481,339,500 | - | - | -
기초 | 27,625,675,371,074 | - | - | -
기초 | -1,646,530,116,626 | - | - | -
기초 | 28,953,013,365,595 | - | - | -
기초 | 1,371,056,381,350 | - | - | -
기초 | 27,581,956,984,245 | - | - | -
기초 | 1,586,330,390,297 | - | - | -
기타포괄손익-공정가치 측정 지분상품 처분손익 | 0 | - | - | -
기타포괄손익-공정가치 측정 지분상품 처분손익 | -577,859,880 | - | - | -
기타포괄손익-공정가치 측정 지분상품 처분손익 | 0 | - | - | -
기타포괄손익-공정가치 측정 지분상품 처분손익 | -577,859,880 | - | - | -
기타포괄손익-공정가치 측정 지분상품 처분손익 | 0 | - | - | -
기타포괄손익-공정가치 측정 지분상품 처분손익 | -577,859,880 | - | - | -
기타포괄손익-공정가치 측정 지분상품 처분손익 | 0 | - | - | -
비지배지분과의 거래 및 연결범위변동 | 12,692,424,324 | - | - | -
비지배지분과의 거래 및 연결범위변동 | 18,959,563,792 | - | - | -
비지배지분과의 거래 및 연결범위변동 | -6,267,139,468 | - | - | -
비지배지분과의 거래 및 연결범위변동 | -3,391,645,770 | - | - | -
비지배지분과의 거래 및 연결범위변동 | 0 | - | - | -
비지배지분과의 거래 및 연결범위변동 | 0 | - | - | -
비지배지분과의 거래 및 연결범위변동 | -2,875,493,698 | - | - | -
현금배당 | 393,595,879,640 | - | - | -
현금배당 | 0 | - | - | -
현금배당 | 393,595,879,640 | - | - | -
현금배당 | 0 | - | - | -
현금배당 | 393,595,879,640 | - | - | -
현금배당 | 0 | - | - | -
현금배당 | 0 | - | - | -
자본총계 | 29,539,564,060,069 | - | - | -
자본총계 | 1,490,231,195,759 | - | - | -
자본총계 | 31,029,795,255,828 | - | 28,953,013,365,595 | -
자본총계 | -340,975,141,480 | - | - | -
자본총계 | 1,608,938,639,590 | - | - | -
자본총계 | 16,490,499,900 | - | - | -
자본총계 | 28,255,110,062,059 | - | - | -
해외사업환산손익 | 0 | - | - | -
해외사업환산손익 | 0 | - | - | -
해외사업환산손익 | 214,135,218,013 | - | - | -
해외사업환산손익 | 214,135,218,013 | - | - | -
해외사업환산손익 | 38,387,809,201 | - | - | -
해외사업환산손익 | 32,878,781,101 | - | - | -
해외사업환산손익 | 0 | - | - | -
주식기준보상거래 | 9,160,400 | - | - | -
주식기준보상거래 | 0 | - | - | -
주식기준보상거래 | -34,108,176,851 | - | - | -
주식기준보상거래 | -8,615,273,460 | - | - | -
주식기준보상거래 | 50,668,419,030 | - | - | -
주식기준보상거래 | 42,053,145,570 | - | - | -
주식기준보상거래 | 25,483,742,991 | - | - | -
현금흐름위험회피 파생상품평가손익 | 230,462,417 | - | - | -
현금흐름위험회피 파생상품평가손익 | 0 | - | - | -
현금흐름위험회피 파생상품평가손익 | 2,897,954,029 | - | - | -
현금흐름위험회피 파생상품평가손익 | 2,897,954,029 | - | - | -
현금흐름위험회피 파생상품평가손익 | 0 | - | - | -
현금흐름위험회피 파생상품평가손익 | 0 | - | - | -
현금흐름위험회피 파생상품평가손익 | 0 | - | - | -
기타포괄손익-공정가치 측정 지분상품 평가손익 | 481,015,220,407 | - | - | -
기타포괄손익-공정가치 측정 지분상품 평가손익 | -977,686,130 | - | - | -
기타포괄손익-공정가치 측정 지분상품 평가손익 | 481,992,906,537 | - | - | -
기타포괄손익-공정가치 측정 지분상품 평가손익 | 0 | - | - | -
기타포괄손익-공정가치 측정 지분상품 평가손익 | 0 | - | - | -
기타포괄손익-공정가치 측정 지분상품 평가손익 | 481,992,906,537 | - | - | -
기타포괄손익-공정가치 측정 지분상품 평가손익 | 0 | - | - | -
순확정급여부채 재측정요소 | 365,397,192 | - | - | -
순확정급여부채 재측정요소 | 41,074,548,487 | - | - | -
순확정급여부채 재측정요소 | 0 | - | - | -
순확정급여부채 재측정요소 | 41,074,548,487 | - | - | -
순확정급여부채 재측정요소 | 0 | - | - | -
순확정급여부채 재측정요소 | 0 | - | - | -
순확정급여부채 재측정요소 | 41,524,794,499 | - | - | -
재평가손익 | 4,599,558,097 | - | - | -
재평가손익 | 0 | - | - | -
재평가손익 | 4,599,558,097 | - | - | -
재평가손익 | 4,599,558,097 | - | - | -
재평가손익 | 0 | - | - | -
재평가손익 | 0 | - | - | -
재평가손익 | 0 | - | - | -
반기순이익 | 983,946,430,695 | - | - | -
반기순이익 | 11,347,752,391 | - | - | -
반기순이익 | 704,272,534,295 | - | - | -
반기순이익 | 0 | - | - | -
반기순이익 | 0 | - | - | -
반기순이익 | 0 | - | - | -
반기순이익 | 983,946,430,695 | - | - | -
지분법자본변동 | 638,440,171,347 | - | - | -
지분법자본변동 | 423,558,933 | - | - | -
지분법자본변동 | 638,016,612,414 | - | - | -
지분법자본변동 | 0 | - | - | -
지분법자본변동 | -1,412,548,677 | - | - | -
지분법자본변동 | 639,429,161,091 | - | - | -
지분법자본변동 | 0 | - | - | -


## REPORT TEXT

반기보고서
6.7
네이버(주)

Y
110111-1707178

반 기 보 고 서

 (제 28 기)

사업연도 | 2026년 01월 01일 | 부터
2026년 06월 30일 | 까지

금융위원회 | 
한국거래소 귀중 | 2026년 08월 14일

제출대상법인 유형 : | 주권상장법인
면제사유발생 : | 해당사항 없음

회 사 명 : | 네이버 주식회사
대 표 이 사 : | 최 수 연
본 점 소 재 지 : | 경기도 성남시 분당구 정자일로 95 네이버1784
 | (전 화) 1588-3830
 | (홈페이지) http://www.navercorp.com
작 성 책 임 자 : | (직 책) CFO (성 명) 김 희 철
 | (전 화) 1588-3830

목 차

【 대표이사 등의 확인 】

대표이사 등의 확인.jpg
대표이사 등의 확인

I. 회사의 개요

1. 회사의 개요

가. 연결대상 종속회사 현황(요약) 

2026년 6월 말 기준 네이버 주식회사(이하 '당사' 또는 '지배회사')의 K-IFRS기준 연결대상 종속회사는 95개사(연결법인은 당사를 포함해서 총 96개사)입니다. 전년말대비 4개 기업이 증가하고, 4개 기업이 감소했습니다.

(단위 : 사)

구분 | 연결대상회사수 | 주요종속회사수
기초 | 증가 | 감소 | 기말
상장 | 1 | 0 | 0 | 1 | 1
비상장 | 94 | 4 | 4 | 94 | 21
합계 | 95 | 4 | 4 | 95 | 22

※상세 현황은 '상세표-1. 연결대상 종속회사 현황(상세)' 참조

가-1. 연결대상회사의 변동내용

구 분 | 자회사 | 사 유
신규연결 | Npay Japan Corporation | 신규 설립
Wallapop, S.L. | 신규 취득
NW Webcomic Adaptation Fund, L.P. | 신규 설립
NW Webcomic Adaptation Management, LLC | 신규 설립
연결제외 | C-Fund Subfund 3 | 청산
C-Fund Subfund 5 | 청산
C-Fund Subfund 4 | 청산
에스브이에이소다사모투자 합자회사 | 청산

나. 회사의 법적 ·상업적 명칭

당사의 명칭은 '네이버 주식회사'(NAVER Corporation)입니다.
다. 설립일자 및 존속기간당사는 1999년 6월 2일 설립되었으며, 2002년 10월 29일에 주식을 코스닥시장(KOSDAQ)에 상장하고, 2008년 11월 28일자로 유가증권시장(KOSPI)에 주식을 이전 상장하였습니다. 당사는 2013년 8월 1일을 분할기일로 한게임 사업부문을 인적분할하여, 존속법인은 네이버로, 신설법인은 구)엔에이치엔엔터테인먼트로 하였습니다. 존속 및 신설법인은 2013년 8월 29일 유가증권시장(KOSPI)에 각각 변경상장 및 재상장되었습니다.
라. 본사의 주소, 전화번호, 홈페이지 주소(1) 주소:경기도 성남시 분당구 정자일로 95 네이버1784(2) 전화번호: 1588-3830(3) 홈페이지 주소: http://www.navercorp.com

마. 중소기업 등 해당 여부

중소기업 해당 여부 | 미해당
 | 벤처기업 해당 여부 | 미해당
중견기업 해당 여부 | 미해당

바. 주요사업의 내용네이버 및 네이버의 종속회사들은 국내 1위 인터넷 검색 포털 '네이버(NAVER)' 서비스를 기반으로 광고, 커머스, 핀테크 등 다양한 사업을 영위하고 있습니다. 또한 국내 최대 IDC를 보유한 기업으로서 클라우드 및 기업용 솔루션 등 IT 인프라 사업을 지속확대하며 B2B 영역에서도 입지를 넓혀가고 있습니다. 콘텐츠 분야에서는 웹툰, 스노우 등 다양한 콘텐츠 사업을 통해 글로벌 사업 기반을 확장하고 있으며, 특히 웹툰 IP를 중심으로 콘텐츠 벨류체인을 강화하고 있습 니다. 또한 네이버는 미래 성장동력 강화를 위해 인공지능, 로보틱스 등 미래 기술에 대한 지속적인 연구개발을 통해 기술플랫폼의 변화와 혁신을 추구하며, 세계 각 국의 수많은 이용자와 다양한 파트너들이 함께 성장할 수 있도록 노력하고 있습니다.

사. 신용평가에 관한 사항

당사는 Senior Unsecured Green Notes 발행 등과 관련하여 아래와 같이 신용평가전문기관으로부터 신용평가를 받았습니다.

평가일 | 신용평가전문기관 | 평가대상 | 회사채 신용등급 | 회사채 등급전망 | 유효기간
2024년 1월 11일 | 한국기업평가㈜ | 제5-1회 및 제5-2회 무보증사채 | AA+ | 안정적(Stable) | 2027년 01월 24일(당해채권만기일)
2024년 1월 11일 | 한국신용평가㈜ | 제5-1회 및 제5-2회 무보증사채 | AA+ | 안정적(Stable) | 2029년 01월 24일(당해채권만기일)
2026년 4월 8일 | Moody's | Senior Unsecured Green Notes | A3 | 안정적(Stable) | 2031년 04월 21일(당해채권만기일)
2026년 4월 8일 | S&P | Senior Unsecured Green Notes | A- | 안정적(Stable) | 2031년 04월 21일(당해채권만기일)
2026년 4월 8일 | Moody's | Senior Unsecured Green Notes | A3 | 안정적(Stable) | 2033년 04월 21일(당해채권만기일)
2026년 4월 8일 | S&P | Senior Unsecured Green Notes | A- | 안정적(Stable) | 2033년 04월 21일(당해채권만기일)

1) 한국신용평가㈜: 한국신용평가㈜의 등급은 총 10개 등급으로 AAA, AA, A, BBB,BB, B, CCC, CC,C, D로 나타내어지며, 상기 등급 중 AA부터 B등급까지는 +, - 를부가하여 동일 등급 내에서의 우열을 나타냅니다. 등급전망은 중기적인 관점(약 2년)에서 신용등급의 방향성에 대한 의견으로 Positive(긍정적), Stable(안정적), Negative(부정적), Developing(유동적) 4단계가 있으며, Positive(긍정적)는 중기적으로 신용등급이 상향 조정될 가능성이 있다고 예측되는 경우입니다.2) 한국기업평가㈜: 한국기업평가㈜의 회사채 신용등급은 총 10개 등급으로 AAA,AA, A, BBB, BB, B, CCC, CC, C, D 로 나타내어지며, 상기 등급 중 AA등급부터 B등급까지는 등급내의 상대적인 우열에 따라 +, - 기호가 첨부됩니다.또한, 등급전망(Rating Outlook)은 등급의 방향성에 대한 한국기업평가㈜의 기호로 Positive(긍정적), Stable(안정적), Negative(부정적), Evolving(유동적) 4단계가 있으며, Positive(긍정적)는 중기적으로 등급의 상향 가능성이 있음을 의미합니다.3) Moody's의 등급은 총 9개 등급으로 Aaa, Aa, A, Baa, Ba, B, Caa, Ca, C로 나타내어지며, 상기 등급 중 Aaa부터 Baa등급까지는 투자적격 등급으로, Ba이하는 투자 부적격 등급으로 상정합니다. 동일 등급 내에서 1,2,3으로 우열을 표시하며, 신용등급의 방향성에 대한 의견으로는 Positive(긍정적), Stable(안정적), Negative(부정적) 3단계가 있습니다.4) S&P의 등급은 총 10개 등급으로 AAA, AA, A, BBB,BB, B, CCC, CC,C, D로 나타내어지며, 상기 등급 중 AAA부터 BBB등급까지는 투자적격 등급으로, BB이하는 투자 부적격 등급으로 상정합니다. 동일 등급 내에서 +, - 로 우열을 표시하며, 신용등급의 방향성에 대한 의견으로는 Positive(긍정적), Stable(안정적), Negative(부정적) 3단계가 있습니다.아. 회사의 주권상장(또는 등록ㆍ지정) 및 특례상장에 관한 사항

주권상장(또는 등록ㆍ지정)현황 | 주권상장(또는 등록ㆍ지정)일자 | 특례상장 유형
유가증권시장 상장 | 2008년 11월 28일 | 해당사항 없음

2. 회사의 연혁

[회사의 연혁]

변동일 | 주요 연혁
2017.01 | 네이버랩스 주식회사 설립
2017.04 | 네이버 클라우드 플랫폼 출시
2017.05 | 네이버웹툰 주식회사 설립
2019.11 | 네이버 파이낸셜 설립
2020.03 | 한정판 거래 플랫폼 Kream 출시
2020.06 | 네이버플러스 멤버십 출시
2021.03 | 라인-Z홀딩스 경영통합 완료
2021.05 | 글로벌 1위 웹소설 플랫폼 왓패드 인수
2023.01 | 미국 C2C 패션 플랫폼 회사 Poshmark, Inc. 인수
2023.06 | 네이버클라우드-웍스모바일 합병 완료
2023.08 | HyperCLOVA X 공개
2024.06 | Webtoon Entertainment Inc 나스닥 상장
2024.10 | 네이버플러스 스토어 출시
2025.03 | 네이버플러스 스토어 쇼핑 앱 출시
2025.11 | 중동 법인 NAVER Innovation Company 설립
2026.01 | 스페인 최대 C2C 플랫폼 Wallapop 인수

가. 회사의 본점소재지 및 그 변경
당사는 2022년 5월 본점소재지가 '경기도 성남시 분당구 정자일로 95 네이버 1784' 로 변경되었습니다. 

나. 경영진 및 감사의 중요한 변동
공시대상기간(2022~2026년 반기) 경영진의 변동은 다음과 같습니다. 

변동일자 | 주총종류 | 선임 | 임기만료또는 해임
신규 | 재선임
2022년 03월 14일 | 정기주총 | - 대표이사 최수연- 사내이사 채선주- 독립이사 노혁준 | - 독립이사 정도진 | - 대표이사 한성숙(중도퇴임)- 독립이사 정의종(임기만료)
2023년 03월 22일 | 정기주총 | - | - 기타비상무이사 변대규 | -
2024년 03월 26일 | 정기주총 | - 독립이사 변재상- 독립이사 이사무엘 | - | - 독립이사 이인무(임기만료)- 독립이사 이건혁(임기만료)
2025년 03월 26일 | 정기주총 | - 사내이사 이해진- 독립이사 김이배 | - 대표이사 최수연- 독립이사 노혁준 | - 독립이사 정도진(임기만료)- 사내이사 채선주(임기만료)
2026년 03월 23일 | 정기주총 | - 사내이사 김희철 | - 독립이사 김이배 | - 기타비상무이사 변대규(임기만료)

다. 최대주주의 변동
당사는 공시대상기간(2022~2026년 반기) 중 최대주주의 변동사실이 없습니다.
라. 상호의 변경
당사는 공시대상기간(2022~2026년 반기) 중 상호 변경 사실이 없습니다.
마. 합병 등을 한 경우 그 내용
아래 합병 등과 관련한 자세한 내용은 각 항목과 관련해 제출한 주요사항보고서 및 기타 관련 공시를 참고해 주시기 바랍니다.(1) 합병① 네이버클라우드 - 웍스모바일 합병당사의 종속회사인 네이버클라우드는 2023년 6월 1일 당사의 종속회사 웍스모바일을 흡수합병하였습니다. 합병 목적은 경영 효율성 증대 및 사업역량을 강화하기 위함이며, 합병과 관련한 상세한 사항은 네이버클라우드가 2023년 4월 20일에 공시한 '회사합병결정' 공시를 참고해 주시기 바랍니다.② 스노우 - 슈퍼랩스 합병당사의 종속회사인 스노우는 2023년 12월 1일 당사의 종속회사 슈퍼랩스를 흡수합병하였습니다. 합병 목적은 경영 효율성 증대 및 사업 경쟁력을 강화하기 위함이며, 합병과 관련한 상세한 사항은 스노우가 2023년 10월 16일에 공시한 '회사합병결정' 공시를 참고해 주시기 바랍니다.③ LINE Digital Frontier Corporation - eBOOK Initiative Japan Co., Ltd. 합병당사의 종속회사인 LINE Digital Frontier Corporation는 2024년 9월 1일 당사의 종속회사 eBOOK Initiative Japan Co., Ltd. 를 흡수합병하였습니다. 합병 목적은 경영 효율성 증대 및 사업 경쟁력 강화 입니다.

바. 회사의 업종 또는 주된 사업의 변화
당사의 업종은 포털 및 기타 인터넷 정보매개 서비스업으로 인터넷포털 서비스 네이버를 운영하고 있으며, 주요 매출원은 서치플랫폼, 커머스 등 입니다.

3. 자본금 변동사항

공시서류작성기준일 현재 자본금은 16,490,499,900원으로 발행주식총수는 보통주 156,944,242주이며, 액면가는 100원입니다.

 | (단위 : 원, 주)

종류 | 구분 | 제28(당)기(2026년 6월 말) | 제27(전)기(2025년말) | 제26(전전)기(2024년말)
보통주 | 발행주식총수 | 156,944,242 | 156,852,638 | 158,437,008
액면금액 | 100 | 100 | 100
자본금 | 16,490,499,900 | 16,481,339,500 | 16,481,339,500
우선주 | 발행주식총수 | - | - | -
액면금액 | - | - | -
자본금 | - | - | -
기타 | 발행주식총수 | - | - | -
액면금액 | - | - | -
자본금 | - | - | -
합계 | 자본금 | 16,490,499,900 | 16,481,339,500 | 16,481,339,500

4. 주식의 총수 등

가. 주식의 총수 현황

(기준일 : | 2026년 06월 30일 | ) | (단위 : 주, %)

구 분 | 주식의 종류 | 비고
보통주 | 종류주 | 합계
Ⅰ. 발행할 주식의 총수 | 300,000,000 | - | 300,000,000 | 주)
Ⅱ. 현재까지 발행한 주식의 총수 | 240,730,124 | - | 240,730,124 | -
Ⅲ. 현재까지 감소한 주식의 총수 | 83,785,882 | - | 83,785,882 | -
 | 1. 감자 | - | - | - | -
2. 이익소각 | 7,960,757 | - | 7,960,757 | -
3. 상환주식의 상환 | - | - | - | -
4. 기타 | 75,825,125 | - | 75,825,125 | -
Ⅳ. 발행주식의 총수 (Ⅱ-Ⅲ) | 156,944,242 | - | 156,944,242 | -
Ⅴ. 자기주식수 | 7,139,909 | - | 7,139,909 | -
Ⅵ. 유통주식수 (Ⅳ-Ⅴ) | 149,804,333 | - | 149,804,333 | -
Ⅶ. 자기주식 보유비율 | 4.55 | - | 4.55 | -

주) 당사 정관 제5조에 따라 발행할 주식의 총수는 300,000,000주이며, 정관 제9조에 따라그 중 4분의 1 이내에서 의결권 없는 배당 우선주(종류주)를 발행할 수 있음. 보고서 작성 기준일 현재 종류주식은 발행하지 않아 발행할 주식의 총수 전부를 보통주로 기재함 

나. 자기주식 취득 및 처분 현황

(기준일 : | 2026년 06월 30일 | ) | (단위 : 주)

취득방법 | 주식의 종류 | 기초수량 | 변동 수량 | 기말수량 | 비고
취득(+) | 처분(-) | 소각(-)
배당가능이익범위이내취득 | 직접취득 | 장내 직접 취득 | 보통주식 | 7,272,856 | - | 132,952 | - | 7,139,904 | - 임직원 주식매수선택권 행사(132,952주)
종류주식 | - | - | - | - | - | -
장외직접 취득 | 보통주식 | - | - | - | - | - | -
종류주식 | - | - | - | - | - | -
공개매수 | 보통주식 | - | - | - | - | - | -
종류주식 | - | - | - | - | - | -
소계(a) | 보통주식 | 7,272,856 | - | 132,952 | - | 7,139,904 | -
종류주식 | - | - | - | - | - | -
신탁계약에 의한취득 | 수탁자 보유물량 | 보통주식 | - | - | - | - | - | -
종류주식 | - | - | - | - | - | -
현물보유물량 | 보통주식 | - | - | - | - | - | -
종류주식 | - | - | - | - | - | -
소계(b) | 보통주식 | - | - | - | - | - | -
종류주식 | - | - | - | - | - | -
기타 취득(c) | 보통주식 | 5 | - | - | - | 5 | -
종류주식 | - | - | - | - | - | -
총 계(a+b+c) | 보통주식 | 7,272,861 | - | 132,952 | - | 7,139,909 | -
